Transaction ID,Timestamp,User ID,Transaction Amount (INR),Payment Method,Device Type,IP Address,Merchant Category,Transaction Status,Fraudulent,Previous Fraud Records,Credit Score,Transaction Location,Bank Name,Transaction Type,User Age,Is High-Risk Country
TXN00003497,2024-09-28 19:48:49.301682,USER3811,43156.69,Credit Card,Mobile,192.168.15.128,Bill Payment,Success,0,7,669,Lucknow,SBI,International,58,0
TXN00003498,2024-03-02 04:09:42.301682,USER9494,44310.37,Wallet,ATM,192.168.251.182,Food Delivery,Success,1,2,468,Pune,SBI,Merchant,23,0
TXN00003499,2024-06-26 18:06:46.301682,USER8502,9872.85,Debit Card,Desktop,192.168.103.75,Food Delivery,Success,0,6,884,Ahmedabad,ICICI Bank,Merchant,56,0
TXN00003500,2025-01-26 15:12:21.301682,USER8458,36884.43,Net Banking,ATM,192.168.181.229,Travel,Success,0,4,811,Lucknow,Kotak Mahindra Bank,P2P,47,0
TXN00003501,2024-05-03 11:44:09.301682,USER8328,14361.65,UPI,Mobile,192.168.129.228,Bill Payment,Failed,0,9,678,Jaipur,SBI,International,35,0
TXN00003502,2024-05-27 23:39:38.301682,USER5960,40141.88,Credit Card,Desktop,192.168.235.206,Gaming,Success,1,9,376,Hyderabad,ICICI Bank,P2P,56,0
TXN00003503,2024-12-23 21:13:24.301682,USER9571,49862.03,UPI,POS,192.168.187.132,Travel,Success,0,9,868,Pune,HDFC Bank,P2P,56,0
TXN00003504,2024-08-14 18:45:42.301682,USER6733,1549.8,Debit Card,ATM,192.168.238.117,Travel,Success,0,3,398,Chennai,Punjab National Bank,International,31,0
TXN00003505,2024-07-26 07:14:23.301682,USER2593,44873.42,Credit Card,POS,192.168.59.35,Travel,Success,1,1,462,Delhi,ICICI Bank,Merchant,32,0
TXN00003506,2024-09-04 09:13:50.301682,USER2421,31150.4,UPI,ATM,192.168.142.193,Retail,Success,0,5,574,Bangalore,Punjab National Bank,P2P,67,1
TXN00003507,2024-10-11 22:45:50.301682,USER8437,48670.46,Wallet,Mobile,192.168.28.17,Retail,Success,0,3,696,Ahmedabad,Kotak Mahindra Bank,P2P,70,0
TXN00003508,2024-05-03 20:19:37.301682,USER3652,23277.23,UPI,Desktop,192.168.133.100,Online Shopping,Success,0,3,643,Lucknow,HDFC Bank,Domestic,53,0
TXN00003509,2024-09-09 09:30:53.301682,USER8565,42377.03,Wallet,ATM,192.168.29.44,Gaming,Success,1,4,325,Chennai,SBI,Merchant,40,0
TXN00003510,2024-11-16 03:50:23.301682,USER9565,3166.58,Net Banking,POS,192.168.103.40,Food Delivery,Success,0,8,355,Bangalore,SBI,P2P,53,0
TXN00003511,2024-04-19 09:26:00.301682,USER6253,16797.19,Debit Card,ATM,192.168.109.80,Food Delivery,Success,0,0,842,Ahmedabad,Bank of Baroda,International,42,0
TXN00003512,2024-07-14 20:52:54.301682,USER5164,3397.48,UPI,ATM,192.168.235.126,Online Shopping,Success,0,4,329,Pune,SBI,P2P,26,0
TXN00003513,2024-12-31 05:45:55.301682,USER8829,48768.39,Credit Card,ATM,192.168.206.239,Food Delivery,Success,0,4,835,Pune,SBI,Domestic,54,0
TXN00003514,2024-12-26 12:46:50.301682,USER5106,40857.85,Debit Card,ATM,192.168.242.43,Travel,Success,1,1,457,Pune,HDFC Bank,Merchant,41,0
TXN00003515,2024-02-23 23:15:59.301682,USER4747,42634.74,UPI,ATM,192.168.232.206,Online Shopping,Success,1,2,420,Chennai,ICICI Bank,Merchant,36,0
TXN00003516,2024-07-05 10:00:27.301682,USER8818,46901.36,Credit Card,ATM,192.168.92.188,Online Shopping,Failed,1,3,453,Hyderabad,Bank of Baroda,Domestic,53,0
TXN00003517,2024-08-09 20:19:32.301682,USER9939,4300.92,Credit Card,POS,192.168.137.60,Bill Payment,Success,0,0,381,Kolkata,Punjab National Bank,Domestic,51,0
TXN00003518,2024-07-18 23:49:16.301682,USER3083,19310.6,Credit Card,ATM,192.168.64.233,Retail,Failed,0,9,660,Kolkata,Punjab National Bank,International,28,0
TXN00003519,2025-01-04 03:45:48.301682,USER1711,3598.19,Credit Card,ATM,192.168.198.6,Gaming,Success,0,2,609,Kolkata,Bank of Baroda,Domestic,65,0
TXN00003520,2024-07-04 02:04:49.301682,USER9654,10579.12,UPI,ATM,192.168.136.164,Gaming,Success,0,0,631,Ahmedabad,Punjab National Bank,P2P,52,0
TXN00003521,2024-09-02 21:17:30.301682,USER6402,11506.82,Net Banking,Desktop,192.168.1,Retail,Pending,0,0,576,Kolkata,ICICI Bank,Merchant,45,0
TXN00003522,2024-07-11 23:06:45.301682,USER4589,23481.91,Wallet,Mobile,192.168.49.21,Travel,Success,0,8,706,Lucknow,Axis Bank,Merchant,69,1
TXN00003523,2024-07-31 22:42:43.301682,USER2851,13464.68,Wallet,Mobile,192.168.101.66,Gaming,Success,0,3,425,Hyderabad,ICICI Bank,P2P,58,0
TXN00003524,2024-12-04 04:33:13.301682,USER9910,5093.86,Wallet,Mobile,192.168.95.107,Food Delivery,Success,0,3,583,Lucknow,ICICI Bank,P2P,48,0
TXN00003525,2024-08-23 01:12:46.301682,USER3899,8416.18,Net Banking,POS,192.168.123.216,Food Delivery,Success,0,3,892,Lucknow,Punjab National Bank,P2P,53,0
TXN00003526,2024-07-30 12:34:09.301682,USER2453,7406.41,Credit Card,POS,192.168.111.231,Gaming,Success,0,8,742,Hyderabad,ICICI Bank,International,50,0
TXN00003527,2024-07-02 23:53:01.301682,USER9176,48655.19,Credit Card,POS,999.999.999.999,Bill Payment,Success,1,7,480,Chennai,ICICI Bank,International,32,0
TXN00003528,2024-02-20 08:44:26.301682,USER4137,37976.66,Debit Card,ATM,999.999.999.999,Gaming,Success,1,3,461,Pune,Punjab National Bank,P2P,19,0
TXN00003529,2024-09-30 00:08:49.301682,USER4745,48389.69,Wallet,Mobile,192.168.7.101,Online Shopping,Success,0,5,775,Mumbai,Punjab National Bank,Merchant,56,0
TXN00003530,2024-06-02 13:50:24.301682,USER3938,22015.04,Wallet,ATM,999.999.999.999,Travel,Failed,0,1,660,Mumbai,ICICI Bank,Merchant,67,0
TXN00003531,2024-11-23 06:17:49.301682,USER1727,13954.51,Credit Card,Desktop,192.168.18.14,Online Shopping,Success,0,5,823,Chennai,HDFC Bank,P2P,44,0
TXN00003532,2024-10-01 01:27:15.301682,USER2588,39924.75,Wallet,Mobile,192.168.245.137,Retail,Failed,1,0,429,Chennai,Kotak Mahindra Bank,Merchant,64,0
TXN00003533,2025-01-23 02:04:55.301682,USER9143,16346.38,Credit Card,Desktop,192.168.33.19,Travel,Success,0,4,580,Mumbai,Kotak Mahindra Bank,Domestic,33,0
TXN00003534,2024-06-17 21:43:01.301682,USER7515,15004.2,Credit Card,Desktop,192.168.141.97,Travel,Failed,0,7,751,Pune,Axis Bank,International,20,0
TXN00003535,2024-11-03 05:22:47.301682,USER7190,11663.67,Credit Card,ATM,192.168.24.191,Food Delivery,Success,0,0,433,Pune,ICICI Bank,P2P,44,0
TXN00003536,2024-11-01 01:27:55.301682,USER1845,6527.46,UPI,Mobile,192.168.104.164,Travel,Success,0,1,850,Hyderabad,Bank of Baroda,Domestic,49,0
TXN00003537,2024-03-05 22:14:35.301682,USER8397,12860.33,UPI,Desktop,192.168.120.128,Bill Payment,Success,0,2,772,Delhi,SBI,International,52,0
TXN00003538,2024-09-24 17:07:01.301682,USER8288,17798.22,UPI,Mobile,192.168.148.168,Gaming,Pending,0,6,304,Delhi,Kotak Mahindra Bank,P2P,41,0
TXN00003539,2024-06-06 23:13:31.301682,USER4449,33716.01,UPI,Desktop,192.168.80.59,Online Shopping,Success,0,7,865,Hyderabad,Punjab National Bank,Domestic,24,0
TXN00003540,2024-03-24 07:39:02.301682,USER4962,3175.11,Net Banking,Desktop,192.168.15.174,Food Delivery,Success,0,3,381,Delhi,SBI,International,66,0
TXN00003541,2025-02-10 03:18:43.301682,USER4748,10564.82,Debit Card,ATM,192.168.174.41,Food Delivery,Success,0,7,520,Mumbai,Axis Bank,Merchant,57,0
TXN00003542,2024-10-15 01:10:54.301682,USER3714,40460.73,Debit Card,Mobile,192.168.230.219,Bill Payment,Success,1,0,368,Mumbai,SBI,International,36,0
TXN00003543,2024-03-13 13:50:55.301682,USER9344,7388.75,Credit Card,ATM,192.168.246.212,Bill Payment,Success,0,2,817,Ahmedabad,ICICI Bank,International,22,0
TXN00003544,2024-08-10 13:38:08.301682,USER1076,17165.13,Wallet,ATM,abc.def.ghi.jkl,Bill Payment,Success,1,3,827,Delhi,ICICI Bank,P2P,56,0
TXN00003545,2024-10-27 13:20:42.301682,USER6585,43239.71,UPI,ATM,192.168.239.188,Bill Payment,Success,0,4,871,Jaipur,HDFC Bank,International,68,0
TXN00003546,2024-02-21 04:52:02.301682,USER7537,7788.52,Debit Card,ATM,192.168.136.46,Online Shopping,Failed,0,8,441,Delhi,ICICI Bank,P2P,73,0
TXN00003547,2024-12-06 14:25:54.301682,USER2283,4182.7,Debit Card,ATM,192.168.99.145,Bill Payment,Success,0,1,803,Hyderabad,Kotak Mahindra Bank,Merchant,25,0
TXN00003548,2024-06-23 08:02:40.301682,USER4879,24252.67,UPI,Desktop,192.168.205.117,Food Delivery,Success,0,6,656,Pune,ICICI Bank,P2P,42,0
TXN00003549,2024-07-10 17:00:17.301682,USER6207,15155.85,Net Banking,Mobile,192.168.139.117,Food Delivery,Success,0,2,505,Pune,ICICI Bank,International,39,0
TXN00003550,2025-01-14 00:59:15.301682,USER1537,28192.25,Net Banking,Mobile,192.168.16.22,Travel,Pending,0,9,339,Lucknow,SBI,P2P,19,1
TXN00003551,2024-06-05 11:34:31.301682,USER5068,40200.05,Debit Card,ATM,192.168.27.88,Gaming,Success,0,1,820,Ahmedabad,Axis Bank,Merchant,57,0
TXN00003552,2024-09-08 09:10:42.301682,USER4770,6900.57,Net Banking,Mobile,192.168.178.65,Food Delivery,Success,0,8,799,Bangalore,ICICI Bank,P2P,63,0
TXN00003553,2024-11-13 05:17:29.301682,USER5860,29055.92,UPI,Desktop,192.168.20.80,Food Delivery,Success,0,2,501,Mumbai,Kotak Mahindra Bank,Domestic,27,0
TXN00003554,2024-07-23 15:09:42.301682,USER3746,25300.16,Debit Card,ATM,300.400.500.600,Online Shopping,Success,0,7,347,Hyderabad,Axis Bank,International,35,0
TXN00003555,2024-08-28 00:58:25.301682,USER2864,7246.74,UPI,POS,192.168.1,Travel,Success,0,0,748,Bangalore,ICICI Bank,Domestic,42,0
TXN00003556,2025-01-25 22:21:32.301682,USER2796,31218.72,Net Banking,POS,192.168.236.189,Food Delivery,Success,0,4,809,Hyderabad,Axis Bank,Domestic,67,0
TXN00003557,2025-01-21 17:34:16.301682,USER7433,13718.34,UPI,Desktop,192.168.134.3,Retail,Success,0,4,565,Kolkata,Kotak Mahindra Bank,International,33,0
TXN00003558,2025-01-09 14:57:40.301682,USER4638,24417.32,Net Banking,Desktop,192.168.76.53,Food Delivery,Success,0,5,544,Mumbai,SBI,P2P,32,0
TXN00003559,2024-03-04 01:00:07.301682,USER8544,4159.5,Net Banking,POS,192.168.88.31,Gaming,Pending,0,6,561,Mumbai,SBI,Merchant,24,0
TXN00003560,2024-05-24 16:11:55.301682,USER2172,23006.22,UPI,ATM,192.168.133.43,Gaming,Success,0,2,617,Delhi,HDFC Bank,Domestic,29,0
TXN00003561,2024-10-10 14:48:31.301682,USER9390,15357.85,Net Banking,Desktop,192.168.1,Travel,Success,0,4,842,Lucknow,Kotak Mahindra Bank,Merchant,49,0
TXN00003562,2024-09-18 06:38:22.301682,USER3487,41127.94,Credit Card,POS,192.168.1,Travel,Success,0,7,650,Lucknow,Bank of Baroda,P2P,20,0
TXN00003563,2024-07-03 21:40:22.301682,USER1044,2896.09,UPI,ATM,192.168.145.88,Bill Payment,Success,0,5,333,Bangalore,Punjab National Bank,P2P,18,0
TXN00003564,2024-07-31 20:19:17.301682,USER4701,20959.43,Credit Card,Desktop,192.168.231.67,Online Shopping,Success,0,1,787,Chennai,ICICI Bank,Domestic,73,0
TXN00003565,2025-02-10 08:06:39.301682,USER5321,22948.65,UPI,Mobile,192.168.54.164,Gaming,Pending,0,6,648,Jaipur,Punjab National Bank,Merchant,60,0
TXN00003566,2024-08-19 05:32:52.301682,USER7854,36264.05,Net Banking,Mobile,192.168.105.12,Retail,Success,0,2,745,Kolkata,Punjab National Bank,P2P,40,0
TXN00003567,2025-01-13 17:18:26.301682,USER6953,28735.66,Net Banking,Mobile,192.168.105.172,Retail,Success,0,9,769,Chennai,ICICI Bank,International,52,1
TXN00003568,2024-06-29 23:17:26.301682,USER7266,33377.26,Debit Card,ATM,192.168.170.121,Bill Payment,Success,0,8,593,Ahmedabad,HDFC Bank,Domestic,18,0
TXN00003569,2024-12-07 15:42:58.301682,USER5144,38863.61,Debit Card,Desktop,192.168.91.210,Online Shopping,Success,0,3,510,Mumbai,Kotak Mahindra Bank,P2P,61,0
TXN00003570,2024-08-20 00:11:50.301682,USER9244,43117.04,Credit Card,POS,192.168.111.79,Online Shopping,Success,1,3,434,Pune,Axis Bank,Domestic,61,0
TXN00003571,2024-03-07 21:14:06.301682,USER8931,15728.08,Net Banking,Desktop,192.168.221.206,Travel,Success,0,3,875,Ahmedabad,Axis Bank,Domestic,37,0
TXN00003572,2024-07-20 08:57:01.301682,USER8021,26924.23,Debit Card,Mobile,192.168.111.153,Food Delivery,Success,0,9,678,Jaipur,Punjab National Bank,International,33,0
TXN00003573,2024-08-22 01:46:00.301682,USER8739,42013.4,Net Banking,Mobile,192.168.171.206,Retail,Success,0,9,632,Jaipur,Bank of Baroda,P2P,54,0
TXN00003574,2024-05-30 15:19:14.301682,USER2922,49473.08,UPI,ATM,192.168.5.77,Retail,Failed,0,7,687,Ahmedabad,SBI,International,62,0
TXN00003575,2025-02-04 19:23:52.301682,USER1314,44481.49,Debit Card,POS,192.168.124.67,Retail,Success,0,0,576,Lucknow,Axis Bank,Domestic,52,0
TXN00003576,2024-12-13 17:59:09.301682,USER5860,18604.79,Credit Card,ATM,192.168.148.100,Retail,Success,0,2,889,Bangalore,Axis Bank,P2P,54,0
TXN00003577,2024-07-10 12:14:12.301682,USER1625,9798.57,Debit Card,POS,192.168.37.26,Gaming,Failed,0,7,797,Kolkata,Punjab National Bank,Merchant,18,0
TXN00003578,2024-03-04 14:44:09.301682,USER9898,24495.16,Net Banking,Desktop,192.168.173.111,Online Shopping,Success,0,6,690,Chennai,Punjab National Bank,Domestic,64,0
TXN00003579,2024-08-31 13:49:15.301682,USER5966,37094.99,Wallet,ATM,192.168.223.250,Food Delivery,Success,1,5,376,Bangalore,Kotak Mahindra Bank,P2P,72,0
TXN00003580,2025-01-09 13:49:58.301682,USER4479,24653.83,Wallet,ATM,192.168.204.193,Gaming,Success,0,6,718,Delhi,Bank of Baroda,International,51,0
TXN00003581,2024-03-04 08:16:17.301682,USER9455,24184.88,Net Banking,ATM,abc.def.ghi.jkl,Online Shopping,Success,0,0,680,Delhi,Punjab National Bank,Domestic,38,0
TXN00003582,2024-06-09 16:14:35.301682,USER9839,41919.61,UPI,Mobile,192.168.202.4,Bill Payment,Success,0,7,676,Lucknow,Kotak Mahindra Bank,P2P,43,0
TXN00003583,2025-02-11 01:19:04.301682,USER4269,18102.12,Debit Card,Mobile,192.168.157.80,Retail,Success,0,3,438,Lucknow,HDFC Bank,International,31,0
TXN00003584,2024-04-23 01:03:32.301682,USER5627,42996.74,Wallet,POS,192.168.141.51,Food Delivery,Success,0,0,542,Lucknow,Punjab National Bank,Merchant,35,0
TXN00003585,2025-02-08 11:17:50.301682,USER3220,20369.9,UPI,Desktop,192.168.180.74,Online Shopping,Success,0,3,793,Hyderabad,Punjab National Bank,International,41,0
TXN00003586,2024-10-12 14:19:32.301682,USER5120,16445.24,Net Banking,ATM,192.168.74.254,Bill Payment,Success,0,1,658,Jaipur,Kotak Mahindra Bank,Domestic,52,0
TXN00003587,2024-04-18 23:45:40.301682,USER9337,22726.8,UPI,Mobile,192.168.1,Retail,Success,0,4,550,Delhi,HDFC Bank,International,18,1
TXN00003588,2024-08-16 01:48:58.301682,USER4938,38134.23,Net Banking,ATM,192.168.127.56,Bill Payment,Success,0,0,577,Chennai,HDFC Bank,P2P,71,0
TXN00003589,2024-11-14 16:15:49.301682,USER5799,6343.8,Debit Card,POS,300.400.500.600,Bill Payment,Success,0,0,470,Ahmedabad,ICICI Bank,Domestic,64,0
TXN00003590,2024-07-26 09:23:01.301682,USER8498,9861.14,UPI,POS,192.168.45.108,Gaming,Success,0,4,478,Lucknow,Axis Bank,Domestic,60,0
TXN00003591,2024-07-01 05:35:28.301682,USER7160,47574.67,Debit Card,Desktop,192.168.156.58,Bill Payment,Success,0,1,795,Delhi,Kotak Mahindra Bank,P2P,33,0
TXN00003592,2024-03-08 08:22:14.301682,USER2913,8815.81,UPI,POS,192.168.235.56,Gaming,Success,0,8,677,Pune,HDFC Bank,International,63,0
TXN00003593,2024-07-28 08:41:56.301682,USER4029,28407.98,Net Banking,ATM,192.168.157.163,Travel,Success,0,9,793,Kolkata,Bank of Baroda,P2P,73,0
TXN00003594,2024-12-08 03:59:49.301682,USER2033,28986.76,Net Banking,Desktop,192.168.202.51,Gaming,Success,0,6,675,Mumbai,Axis Bank,P2P,56,0
TXN00003595,2024-10-12 17:07:55.301682,USER9889,24506.74,UPI,Desktop,192.168.163.106,Bill Payment,Success,0,3,577,Pune,Punjab National Bank,Domestic,55,0
TXN00003596,2024-11-01 15:12:50.301682,USER4089,32255.03,Net Banking,Mobile,192.168.117.111,Online Shopping,Success,0,6,634,Lucknow,Kotak Mahindra Bank,Domestic,38,0
TXN00003597,2024-10-28 08:29:26.301682,USER4549,11529.84,Credit Card,ATM,192.168.28.190,Bill Payment,Success,0,7,317,Jaipur,Punjab National Bank,P2P,41,0
TXN00003598,2024-07-22 01:44:33.301682,USER2693,27655.48,Credit Card,POS,192.168.57.253,Bill Payment,Success,0,7,599,Mumbai,Axis Bank,Merchant,43,0
TXN00003599,2024-12-28 21:49:42.301682,USER4182,18640.05,Debit Card,Mobile,192.168.54.170,Online Shopping,Success,0,7,408,Delhi,Bank of Baroda,Merchant,64,0
TXN00003600,2024-03-26 20:27:58.301682,USER6070,33100.28,Credit Card,ATM,192.168.102.13,Retail,Success,1,4,331,Pune,HDFC Bank,Merchant,63,0
TXN00003601,2024-06-06 04:17:43.301682,USER2480,7104.12,Credit Card,ATM,300.400.500.600,Food Delivery,Pending,0,6,741,Mumbai,Axis Bank,Merchant,69,0
TXN00003602,2024-10-06 02:49:35.301682,USER4776,28565.33,Wallet,Desktop,192.168.234.148,Travel,Success,0,6,355,Delhi,Punjab National Bank,International,56,0
TXN00003603,2024-11-28 15:41:12.301682,USER4724,9304.25,Wallet,Desktop,192.168.83.84,Retail,Failed,0,1,373,Bangalore,SBI,Domestic,35,0
TXN00003604,2024-06-30 04:06:04.301682,USER7459,13968.22,Wallet,ATM,192.168.234.11,Bill Payment,Success,0,2,820,Delhi,Axis Bank,Merchant,58,1
TXN00003605,2024-05-30 00:50:15.301682,USER6141,10974.55,Wallet,Mobile,192.168.138.22,Retail,Success,0,1,746,Delhi,Punjab National Bank,P2P,41,0
TXN00003606,2024-06-24 11:32:59.301682,USER7912,9182.75,Net Banking,Desktop,192.168.41.42,Food Delivery,Success,0,2,791,Delhi,SBI,Domestic,61,0
TXN00003607,2024-07-16 09:50:51.301682,USER3819,41294.26,Debit Card,Desktop,192.168.90.132,Retail,Success,1,8,431,Pune,Punjab National Bank,International,45,0
TXN00003608,2024-07-03 10:32:59.301682,USER7246,14321.09,Debit Card,ATM,192.168.209.195,Food Delivery,Success,0,6,537,Lucknow,Kotak Mahindra Bank,Domestic,37,0
TXN00003609,2024-07-05 14:31:03.301682,USER3795,46359.83,Credit Card,ATM,192.168.254.177,Retail,Success,0,3,655,Hyderabad,Punjab National Bank,Merchant,56,0
TXN00003610,2024-11-24 03:45:56.301682,USER6253,48497.83,Debit Card,Desktop,abc.def.ghi.jkl,Gaming,Success,0,7,549,Hyderabad,Bank of Baroda,International,34,0
TXN00003611,2024-10-20 06:43:43.301682,USER2220,28584.46,Credit Card,Mobile,192.168.50.184,Bill Payment,Success,0,6,341,Ahmedabad,HDFC Bank,International,38,0
TXN00003612,2025-01-22 20:09:25.301682,USER2364,7192.91,Debit Card,Desktop,192.168.170.149,Food Delivery,Success,0,9,530,Chennai,Axis Bank,P2P,67,0
TXN00003613,2025-01-24 20:07:06.301682,USER9703,18758.68,UPI,ATM,192.168.49.41,Travel,Success,0,5,389,Mumbai,Axis Bank,P2P,35,0
TXN00003614,2024-04-23 19:47:27.301682,USER6135,39896.73,UPI,Desktop,192.168.113.224,Bill Payment,Success,0,3,703,Delhi,Bank of Baroda,International,67,0
TXN00003615,2024-07-20 06:23:27.301682,USER9150,18401.17,Debit Card,ATM,999.999.999.999,Gaming,Pending,0,4,490,Lucknow,Punjab National Bank,Domestic,19,0
TXN00003616,2024-12-03 16:39:05.301682,USER2703,4396.51,Net Banking,Desktop,192.168.1,Retail,Success,0,9,680,Bangalore,Punjab National Bank,P2P,54,0
TXN00003617,2024-02-19 03:19:32.301682,USER2565,27861.41,Credit Card,ATM,192.168.1,Bill Payment,Success,0,7,426,Hyderabad,Axis Bank,Merchant,53,0
TXN00003618,2024-05-21 06:24:23.301682,USER5538,42263.79,Debit Card,ATM,192.168.181.124,Retail,Success,0,2,676,Jaipur,HDFC Bank,International,34,0
TXN00003619,2024-05-28 02:46:17.301682,USER7282,39806.52,Credit Card,Mobile,999.999.999.999,Retail,Success,0,2,874,Lucknow,Punjab National Bank,Domestic,60,0
TXN00003620,2024-12-16 05:21:43.301682,USER9955,8797.4,Wallet,ATM,192.168.65.234,Bill Payment,Success,0,4,539,Lucknow,Bank of Baroda,Domestic,23,0
TXN00003621,2024-04-15 17:10:38.301682,USER4266,33654.59,Debit Card,Desktop,192.168.218.148,Food Delivery,Success,0,8,742,Chennai,Axis Bank,P2P,52,0
TXN00003622,2024-12-27 20:49:19.301682,USER5622,11064.19,Net Banking,ATM, ,Food Delivery,Success,0,4,337,Kolkata,Kotak Mahindra Bank,Domestic,57,0
TXN00003623,2025-01-30 01:06:34.301682,USER9399,10949.47,Wallet,POS,999.999.999.999,Bill Payment,Success,0,0,849,Bangalore,Bank of Baroda,P2P,51,0
TXN00003624,2024-12-18 00:39:52.301682,USER6603,43709.89,Debit Card,Desktop,192.168.224.233,Food Delivery,Success,0,4,578,Delhi,Kotak Mahindra Bank,Domestic,73,0
TXN00003625,2024-07-07 22:31:11.301682,USER4374,12520.96,UPI,Mobile,192.168.181.224,Online Shopping,Success,0,8,450,Delhi,Kotak Mahindra Bank,Domestic,39,0
TXN00003626,2024-06-18 23:59:44.301682,USER7921,13199.2,Debit Card,Desktop, ,Retail,Success,0,6,869,Kolkata,Kotak Mahindra Bank,International,54,0
TXN00003627,2025-01-16 16:42:19.301682,USER4022,82.64,UPI,Mobile,192.168.80.98,Bill Payment,Success,0,8,689,Kolkata,ICICI Bank,Domestic,49,0
TXN00003628,2024-12-31 18:39:20.301682,USER6218,43539.92,UPI,POS,999.999.999.999,Travel,Success,0,9,662,Pune,ICICI Bank,Domestic,27,0
TXN00003629,2024-06-10 15:11:18.301682,USER4780,39640.11,Debit Card,Mobile,192.168.174.181,Gaming,Success,1,9,473,Jaipur,Kotak Mahindra Bank,Domestic,23,0
TXN00003630,2024-08-29 16:42:32.301682,USER2232,31385.08,Debit Card,ATM,192.168.224.173,Bill Payment,Success,1,4,442,Bangalore,Axis Bank,Merchant,30,0
TXN00003631,2024-04-23 13:21:04.301682,USER8672,37525.77,UPI,POS, ,Bill Payment,Success,0,2,556,Pune,Kotak Mahindra Bank,P2P,23,0
TXN00003632,2024-09-04 19:11:06.301682,USER6504,7644.83,Credit Card,POS,192.168.152.210,Retail,Success,0,1,399,Pune,ICICI Bank,Merchant,53,0
TXN00003633,2024-10-03 19:40:44.301682,USER4735,22943.26,Wallet,Mobile,192.168.255.71,Gaming,Success,0,8,786,Ahmedabad,ICICI Bank,International,50,0
TXN00003634,2024-04-21 00:04:40.301682,USER2966,17593.41,Net Banking,Desktop,192.168.236.164,Retail,Success,0,4,647,Chennai,Bank of Baroda,International,19,1
TXN00003635,2024-09-28 09:39:56.301682,USER3146,4734.14,Debit Card,Mobile,300.400.500.600,Travel,Success,0,0,844,Bangalore,Bank of Baroda,Merchant,33,0
TXN00003636,2024-07-04 15:30:16.301682,USER2821,24332.22,Wallet,Mobile,192.168.81.20,Food Delivery,Success,0,1,665,Delhi,HDFC Bank,Domestic,57,0
TXN00003637,2024-06-12 20:44:50.301682,USER5479,46040.95,Wallet,POS,192.168.243.84,Bill Payment,Success,1,1,451,Hyderabad,HDFC Bank,International,42,0
TXN00003638,2024-10-02 16:03:48.301682,USER8436,2050.95,Credit Card,ATM, ,Retail,Success,0,3,881,Ahmedabad,Axis Bank,Domestic,37,0
TXN00003639,2024-10-17 13:27:49.301682,USER5414,14608.47,Wallet,Desktop,192.168.74.35,Travel,Success,0,5,545,Chennai,Bank of Baroda,P2P,44,0
TXN00003640,2024-10-06 15:24:10.301682,USER5205,10416.67,Debit Card,Mobile,192.168.222.130,Travel,Success,0,7,395,Mumbai,HDFC Bank,Domestic,63,0
TXN00003641,2024-09-04 14:30:44.301682,USER2126,11945.43,Wallet,ATM,192.168.148.222,Online Shopping,Success,0,2,638,Bangalore,SBI,Merchant,32,0
TXN00003642,2024-11-28 07:41:56.301682,USER3961,45426.31,Debit Card,ATM,192.168.224.228,Bill Payment,Success,0,9,753,Chennai,SBI,Domestic,57,0
TXN00003643,2024-04-18 02:15:35.301682,USER7688,23430.05,Debit Card,Desktop,192.168.188.246,Travel,Success,0,9,383,Kolkata,Bank of Baroda,Domestic,27,0
TXN00003644,2025-01-05 07:02:02.301682,USER4773,23341.66,UPI,ATM,192.168.162.244,Food Delivery,Success,0,5,772,Delhi,Punjab National Bank,Domestic,55,0
TXN00003645,2024-12-16 09:56:12.301682,USER8089,38040.75,Credit Card,Mobile,192.168.48.135,Retail,Success,1,3,424,Ahmedabad,HDFC Bank,P2P,44,0
TXN00003646,2024-03-10 23:07:49.301682,USER2265,7766.89,Net Banking,POS,192.168.20.89,Retail,Success,0,7,639,Pune,SBI,International,34,0
TXN00003647,2024-11-29 17:37:05.301682,USER5110,24388.9,UPI,ATM,192.168.103.13,Online Shopping,Pending,0,8,465,Pune,Punjab National Bank,Domestic,39,0
TXN00003648,2024-05-16 02:51:21.301682,USER7530,21527.76,Net Banking,POS,192.168.101.164,Food Delivery,Failed,0,8,808,Pune,ICICI Bank,International,56,0
TXN00003649,2024-12-09 21:18:48.301682,USER7261,29865.69,Debit Card,Desktop,192.168.231.114,Travel,Failed,0,5,746,Chennai,Kotak Mahindra Bank,Domestic,31,0
TXN00003650,2024-10-10 04:42:28.301682,USER9643,49977.91,UPI,Desktop,192.168.176.60,Online Shopping,Success,0,1,712,Delhi,Bank of Baroda,International,66,0
TXN00003651,2024-04-27 07:22:08.301682,USER9679,38483.97,Wallet,ATM,192.168.2.104,Travel,Success,1,1,585,Ahmedabad,Kotak Mahindra Bank,P2P,60,1
TXN00003652,2025-01-23 23:55:08.301682,USER8790,19923.39,Wallet,POS,192.168.125.238,Travel,Success,0,9,712,Bangalore,SBI,International,45,0
TXN00003653,2024-11-13 16:58:50.301682,USER9811,41386.27,Net Banking,Mobile,192.168.198.158,Bill Payment,Success,1,8,385,Bangalore,Bank of Baroda,International,74,0
TXN00003654,2024-11-05 23:43:35.301682,USER1001,8576.88,Debit Card,POS,192.168.103.106,Gaming,Success,0,4,438,Delhi,ICICI Bank,P2P,71,0
